,V1
976,TC01003215.hg.1  
977,TC01003216.hg.1  
978,TC01003220.hg.1  
979,TC01003225.hg.1  
980,TC01003226.hg.1  
981,TC01003228.hg.1  
982,TC01003229.hg.1  
983,TC01003233.hg.1  
984,TC01003238.hg.1  
985,TC01003239.hg.1  
986,TC01003241.hg.1  
987,TC01003242.hg.1  
988,TC01003244.hg.1  
989,TC01003245.hg.1  
990,TC01003258.hg.1  
991,TC01003259.hg.1  
992,TC01003283.hg.1  
993,TC01003287.hg.1  
994,TC01003293.hg.1  
995,TC01003298.hg.1  
996,TC01003305.hg.1  
997,TC01003306.hg.1  
998,TC01003309.hg.1  
999,TC01003311.hg.1  
1000,TC01003314.hg.1  
1001,TC01003315.hg.1  
1002,TC01003324.hg.1  
1003,TC01003325.hg.1  
1004,TC01003328.hg.1  
1005,TC01003329.hg.1  
1006,TC01003330.hg.1  
1007,TC01003331.hg.1  
1008,TC01003335.hg.1  
1009,TC01003337.hg.1  
1010,TC01003343.hg.1  
1011,TC01003344.hg.1  
1012,TC01003347.hg.1  
1013,TC01003349.hg.1  
1014,TC01003381.hg.1  
1015,TC01003382.hg.1  
1016,TC01003384.hg.1  
1017,TC01003395.hg.1  
1018,TC01003397.hg.1  
1019,TC01003412.hg.1  
1020,TC01003415.hg.1  
1021,TC01003416.hg.1  
1022,TC01003427.hg.1  
1023,TC01003429.hg.1  
1024,TC01003431.hg.1  
1025,TC01003432.hg.1  
1026,TC01003434.hg.1  
1027,TC01003435.hg.1  
1028,TC01003437.hg.1  
1029,TC01003438.hg.1  
1030,TC01003440.hg.1  
1031,TC01003441.hg.1  
1032,TC01003443.hg.1  
1033,TC01003444.hg.1  
1034,TC01003446.hg.1  
1035,TC01003466.hg.1  
1036,TC01003481.hg.1  
1037,TC01003482.hg.1  
1038,TC01003490.hg.1  
1039,TC01003503.hg.1  
1040,TC01003504.hg.1  
1041,TC01003518.hg.1  
1042,TC01003527.hg.1  
1043,TC01003531.hg.1  
1044,TC01003532.hg.1  
1045,TC01003533.hg.1  
1046,TC01003534.hg.1  
1047,TC01003544.hg.1  
1048,TC01003549.hg.1  
1049,TC01003550.hg.1  
1050,TC01003555.hg.1  
1051,TC01003566.hg.1  
1052,TC01003573.hg.1  
1053,TC01003586.hg.1  
1054,TC01003596.hg.1  
1055,TC01003600.hg.1  
1056,TC01003607.hg.1  
1057,TC01003617.hg.1  
1058,TC01003618.hg.1  
1059,TC01003623.hg.1  
1060,TC01003627.hg.1  
1061,TC01003629.hg.1  
1062,TC01003635.hg.1  
1063,TC01003644.hg.1  
1064,TC01003648.hg.1  
1065,TC01003652.hg.1  
1066,TC01003662.hg.1  
1067,TC01003678.hg.1  
1068,TC01003686.hg.1  
1069,TC01003690.hg.1  
1070,TC01003692.hg.1  
1071,TC01003694.hg.1  
1072,TC01003696.hg.1  
1073,TC01003698.hg.1  
1074,TC01003702.hg.1  
1075,TC01003706.hg.1  
1076,TC01003707.hg.1  
1077,TC01003709.hg.1  
1078,TC01003711.hg.1  
1079,TC01003720.hg.1  
1080,TC01003725.hg.1  
1081,TC01003732.hg.1  
1082,TC01003733.hg.1  
1083,TC01003734.hg.1  
1084,TC01003742.hg.1  
1085,TC01003745.hg.1  
1086,TC01003751.hg.1  
1087,TC01003753.hg.1  
1088,TC01003754.hg.1  
1089,TC01003763.hg.1  
1090,TC01003767.hg.1  
1091,TC01003771.hg.1  
1092,TC01003778.hg.1  
1093,TC01003784.hg.1  
1094,TC01003785.hg.1  
1095,TC01003787.hg.1  
1096,TC01003790.hg.1  
1097,TC01003796.hg.1  
1098,TC01003798.hg.1  
1099,TC01003801.hg.1  
1100,TC01003805.hg.1  
1101,TC01003806.hg.1  
1102,TC01003817.hg.1  
1103,TC01003825.hg.1  
1104,TC01003833.hg.1  
1105,TC01003835.hg.1  
1106,TC01003838.hg.1  
1107,TC01003844.hg.1  
1108,TC01003847.hg.1  
1109,TC01003867.hg.1  
1110,TC01003871.hg.1  
1111,TC01003872.hg.1  
1112,TC01003873.hg.1  
1113,TC01003874.hg.1  
1114,TC01003876.hg.1  
1115,TC01003881.hg.1  
1116,TC01003883.hg.1  
1117,TC01003891.hg.1  
1118,TC01003896.hg.1  
1119,TC01003897.hg.1  
1120,TC01003898.hg.1  
1121,TC01003901.hg.1  
1122,TC01003903.hg.1  
1123,TC01003905.hg.1  
1124,TC01003912.hg.1  
1125,TC01003942.hg.1  
1126,TC01003948.hg.1  
1127,TC01003949.hg.1  
1128,TC01003967.hg.1  
1129,TC01003968.hg.1  
1130,TC01003974.hg.1  
1131,TC01003977.hg.1  
1132,TC01003981.hg.1  
1133,TC01003982.hg.1  
1134,TC01003983.hg.1  
1135,TC01003995.hg.1  
1136,TC01003996.hg.1  
1137,TC01004020.hg.1  
1138,TC01004026.hg.1  
1139,TC01004027.hg.1  
1140,TC01004038.hg.1  
1141,TC01004046.hg.1  
1142,TC01004050.hg.1  
1143,TC01004059.hg.1  
1144,TC01004064.hg.1  
1145,TC01004068.hg.1  
1146,TC01004069.hg.1  
1147,TC01004071.hg.1  
1148,TC01004089.hg.1  
1149,TC01004095.hg.1  
1150,TC01004096.hg.1  
1151,TC01004100.hg.1  
1152,TC01004103.hg.1  
1153,TC01004106.hg.1  
1154,TC01004107.hg.1  
1155,TC01004108.hg.1  
1156,TC01004111.hg.1  
1157,TC01004114.hg.1  
1158,TC01004118.hg.1  
1159,TC01004120.hg.1  
1160,TC01004121.hg.1  
1161,TC01004129.hg.1  
1162,TC01004145.hg.1  
1163,TC01004166.hg.1  
1164,TC01004171.hg.1  
1165,TC01004173.hg.1  
1166,TC01004174.hg.1  
1167,TC01004177.hg.1  
1168,TC01004187.hg.1  
1169,TC01004193.hg.1  
1170,TC01004202.hg.1  
1171,TC01004218.hg.1  
1172,TC01004229.hg.1  
1173,TC01004244.hg.1  
1174,TC01004251.hg.1  
1175,TC01004254.hg.1  
1176,TC01004255.hg.1  
1177,TC01004261.hg.1  
1178,TC01004262.hg.1  
1179,TC01004269.hg.1  
1180,TC01004270.hg.1  
1181,TC01004272.hg.1  
1182,TC01004277.hg.1  
1183,TC01004278.hg.1  
1184,TC01004288.hg.1  
1185,TC01004295.hg.1  
1186,TC01004304.hg.1  
1187,TC01004315.hg.1  
1188,TC01004328.hg.1  
1189,TC01004358.hg.1  
1190,TC01004386.hg.1  
1191,TC01004387.hg.1  
1192,TC01004395.hg.1  
1193,TC01004396.hg.1  
1194,TC01004458.hg.1  
1195,TC01004481.hg.1  
1196,TC01004482.hg.1  
1197,TC01004504.hg.1  
1198,TC01004529.hg.1  
1199,TC01004573.hg.1  
1200,TC01004593.hg.1  
1201,TC01004594.hg.1  
1202,TC01004595.hg.1  
1203,TC01004596.hg.1  
1204,TC01004597.hg.1  
1205,TC01004598.hg.1  
1206,TC01004601.hg.1  
1207,TC01004607.hg.1  
1208,TC01004608.hg.1  
1209,TC01004616.hg.1  
1210,TC01004626.hg.1  
1211,TC01004629.hg.1  
1212,TC01004637.hg.1  
1213,TC01004640.hg.1  
1214,TC01004650.hg.1  
1215,TC01004659.hg.1  
1216,TC01004670.hg.1  
1217,TC01004672.hg.1  
1218,TC01004673.hg.1  
1219,TC01004678.hg.1  
1220,TC01004693.hg.1  
1221,TC01004696.hg.1  
1222,TC01004706.hg.1  
1223,TC01004715.hg.1  
1224,TC01004717.hg.1  
1225,TC01004719.hg.1  
1226,TC01004721.hg.1  
1227,TC01004726.hg.1  
1228,TC01004728.hg.1  
1229,TC01004733.hg.1  
1230,TC01004738.hg.1  
1231,TC01004740.hg.1  
1232,TC01004752.hg.1  
1233,TC01004760.hg.1  
1234,TC01004764.hg.1  
1235,TC01004765.hg.1  
1236,TC01004770.hg.1  
1237,TC01004792.hg.1  
1238,TC01004808.hg.1  
1239,TC01004809.hg.1  
1240,TC01004810.hg.1  
1241,TC01004827.hg.1  
1242,TC01004831.hg.1  
1243,TC01004851.hg.1  
1244,TC01004852.hg.1  
1245,TC01004863.hg.1  
1246,TC01004871.hg.1  
1247,TC01004881.hg.1  
1248,TC01004886.hg.1  
1249,TC01004893.hg.1  
1250,TC01004909.hg.1  
1251,TC01004932.hg.1  
1252,TC01004933.hg.1  
1253,TC01004937.hg.1  
1254,TC01004960.hg.1  
1255,TC01004963.hg.1  
1256,TC01004964.hg.1  
1257,TC01004974.hg.1  
1258,TC01004975.hg.1  
1259,TC01004976.hg.1  
1260,TC01004985.hg.1  
1261,TC01004997.hg.1  
1262,TC01005008.hg.1  
1263,TC01005019.hg.1  
1264,TC01005030.hg.1  
1265,TC01005049.hg.1  
1266,TC01005061.hg.1  
1267,TC01005087.hg.1  
1268,TC01005129.hg.1  
1269,TC01005158.hg.1  
1270,TC01005189.hg.1  
1271,TC01005190.hg.1  
1272,TC01005191.hg.1  
1273,TC01005205.hg.1  
1274,TC01005221.hg.1  
1275,TC01005260.hg.1  
1276,TC01005268.hg.1  
1277,TC01005273.hg.1  
1278,TC01005282.hg.1  
1279,TC01005297.hg.1  
1280,TC01005303.hg.1  
1281,TC01005305.hg.1  
1282,TC01005309.hg.1  
1283,TC01005318.hg.1  
1284,TC01005330.hg.1  
1285,TC01005345.hg.1  
1286,TC01005350.hg.1  
1287,TC01005352.hg.1  
1288,TC01005354.hg.1  
1289,TC01005360.hg.1  
1290,TC01005379.hg.1  
1291,TC01005394.hg.1  
1292,TC01005409.hg.1  
1293,TC01005410.hg.1  
1294,TC01005411.hg.1  
1295,TC01005416.hg.1  
1296,TC01005418.hg.1  
1297,TC01005424.hg.1  
1298,TC01005429.hg.1  
1299,TC01005435.hg.1  
1300,TC01005439.hg.1  
1301,TC01005441.hg.1  
1302,TC01005442.hg.1  
1303,TC01005445.hg.1  
1304,TC01005446.hg.1  
1305,TC01005448.hg.1  
1306,TC01005450.hg.1  
1307,TC01005455.hg.1  
1308,TC01005479.hg.1  
1309,TC01005488.hg.1  
1310,TC01005492.hg.1  
1311,TC01005497.hg.1  
1312,TC01005498.hg.1  
1313,TC01005500.hg.1  
1314,TC01005501.hg.1  
1315,TC01005504.hg.1  
1316,TC01005507.hg.1  
1317,TC01005508.hg.1  
1318,TC01005531.hg.1  
1319,TC01005544.hg.1  
1320,TC01005553.hg.1  
1321,TC01005595.hg.1  
1322,TC01005596.hg.1  
1323,TC01005597.hg.1  
1324,TC01005631.hg.1  
1325,TC01005634.hg.1  
1326,TC01005638.hg.1  
1327,TC01005686.hg.1  
1328,TC01005703.hg.1  
1329,TC01005708.hg.1  
1330,TC01005717.hg.1  
1331,TC01005720.hg.1  
1332,TC01005724.hg.1  
1333,TC01005736.hg.1  
1334,TC01005754.hg.1  
1335,TC01005761.hg.1  
1336,TC01005763.hg.1  
1337,TC01005768.hg.1  
1338,TC01005772.hg.1  
1339,TC01005780.hg.1  
1340,TC01005781.hg.1  
1341,TC01005783.hg.1  
1342,TC01005785.hg.1  
1343,TC01005794.hg.1  
1344,TC01005805.hg.1  
1345,TC01005806.hg.1  
1346,TC01005808.hg.1  
1347,TC01005809.hg.1  
1348,TC01005810.hg.1  
1349,TC01005815.hg.1  
1350,TC01005816.hg.1  
1351,TC01005817.hg.1  
1352,TC01005824.hg.1  
1353,TC01005825.hg.1  
1354,TC01005834.hg.1  
1355,TC01005844.hg.1  
1356,TC01005849.hg.1  
1357,TC01005850.hg.1  
1358,TC01005855.hg.1  
1359,TC01005861.hg.1  
1360,TC01005864.hg.1  
1361,TC01005865.hg.1  
1362,TC01005873.hg.1  
1363,TC01005882.hg.1  
1364,TC01005886.hg.1  
1365,TC01005889.hg.1  
1366,TC01005891.hg.1  
1367,TC01005892.hg.1  
1368,TC01005934.hg.1  
1369,TC01005937.hg.1  
1370,TC01005942.hg.1  
1371,TC01005948.hg.1  
1372,TC01005955.hg.1  
1373,TC01005959.hg.1  
1374,TC01005963.hg.1  
1375,TC01005965.hg.1  
1376,TC01005973.hg.1  
1377,TC01005980.hg.1  
1378,TC01006023.hg.1  
1379,TC01006030.hg.1  
1380,TC01006036.hg.1  
1381,TC01006039.hg.1  
1382,TC01006041.hg.1  
1383,TC01006061.hg.1  
1384,TC01006075.hg.1  
1385,TC01006081.hg.1  
1386,TC01006087.hg.1  
1387,TC01006091.hg.1  
1388,TC01006094.hg.1  
1389,TC01006097.hg.1  
1390,TC01006108.hg.1  
1391,TC01006114.hg.1  
1392,TC01006115.hg.1  
1393,TC01006116.hg.1  
1394,TC01006129.hg.1  
1395,TC01006147.hg.1  
1396,TC01006148.hg.1  
1397,TC01006149.hg.1  
1398,TC01006164.hg.1  
1399,TC01006175.hg.1  
1400,TC01006179.hg.1  
1401,TC01006192.hg.1  
1402,TC01006205.hg.1  
1403,TC01006215.hg.1  
1404,TC01006216.hg.1  
1405,TC01006233.hg.1  
1406,TC01006239.hg.1  
1407,TC01006253.hg.1  
1408,TC01006256.hg.1  
1409,TC01006273.hg.1  
1410,TC01006276.hg.1  
1411,TC01006278.hg.1  
1412,TC01006285.hg.1  
1413,TC01006286.hg.1  
1414,TC01006296.hg.1  
1415,TC01006303.hg.1  
1416,TC01006305.hg.1  
1417,TC01006310.hg.1  
1418,TC01006315.hg.1  
1419,TC01006316.hg.1  
1420,TC01006320.hg.1  
1421,TC01006329.hg.1  
1422,TC01006332.hg.1  
1423,TC01006334.hg.1  
1424,TC01006335.hg.1  
1425,TC01006343.hg.1  
1426,TC01006345.hg.1  
1427,TC01006348.hg.1  
1428,TC01006349.hg.1  
1429,TC01006351.hg.1  
1430,TC01006352.hg.1  
1431,TC01006353.hg.1  
1432,TC01006354.hg.1  
1433,TC01006361.hg.1  
1434,TC01006363.hg.1  
1435,TC01006365.hg.1  
1436,TC01006366.hg.1  
1437,TC01006370.hg.1  
1438,TC01006384.hg.1  
1439,TC01006388.hg.1  
1440,TC01006391.hg.1  
1441,TC01006392.hg.1  
1442,TC01006396.hg.1  
1443,TC01006397.hg.1  
1444,TC01006398.hg.1  
1445,TC01006399.hg.1  
1446,TC01006400.hg.1  
1447,TC01006403.hg.1  
1448,TC01006405.hg.1  
1449,TC01006409.hg.1  
1450,TC01006419.hg.1  
1451,TC01006420.hg.1  
1452,TC01006423.hg.1  
1453,TC02000003.hg.1  
1454,TC02000019.hg.1  
1455,TC02000021.hg.1  
1456,TC02000022.hg.1  
1457,TC02000035.hg.1  
1458,TC02000038.hg.1  
1459,TC02000041.hg.1  
1460,TC02000047.hg.1  
1461,TC02000048.hg.1  
1462,TC02000054.hg.1  
1463,TC02000055.hg.1  
1464,TC02000057.hg.1  
1465,TC02000060.hg.1  
1466,TC02000068.hg.1  
1467,TC02000069.hg.1  
1468,TC02000073.hg.1  
1469,TC02000075.hg.1  
1470,TC02000076.hg.1  
1471,TC02000078.hg.1  
1472,TC02000087.hg.1  
1473,TC02000089.hg.1  
1474,TC02000090.hg.1  
1475,TC02000102.hg.1  
1476,TC02000107.hg.1  
1477,TC02000132.hg.1  
1478,TC02000137.hg.1  
1479,TC02000146.hg.1  
1480,TC02000149.hg.1  
1481,TC02000156.hg.1  
1482,TC02000157.hg.1  
1483,TC02000158.hg.1  
1484,TC02000159.hg.1  
1485,TC02000161.hg.1  
1486,TC02000164.hg.1  
1487,TC02000175.hg.1  
1488,TC02000176.hg.1  
1489,TC02000180.hg.1  
1490,TC02000183.hg.1  
1491,TC02000187.hg.1  
1492,TC02000192.hg.1  
1493,TC02000197.hg.1  
1494,TC02000198.hg.1  
1495,TC02000207.hg.1  
1496,TC02000212.hg.1  
1497,TC02000213.hg.1  
1498,TC02000219.hg.1  
1499,TC02000230.hg.1  
1500,TC02000241.hg.1  
1501,TC02000242.hg.1  
1502,TC02000245.hg.1  
1503,TC02000246.hg.1  
1504,TC02000250.hg.1  
1505,TC02000260.hg.1  
1506,TC02000263.hg.1  
1507,TC02000270.hg.1  
1508,TC02000271.hg.1  
1509,TC02000274.hg.1  
1510,TC02000280.hg.1  
1511,TC02000281.hg.1  
1512,TC02000284.hg.1  
1513,TC02000285.hg.1  
1514,TC02000293.hg.1  
1515,TC02000295.hg.1  
1516,TC02000299.hg.1  
1517,TC02000302.hg.1  
1518,TC02000313.hg.1  
1519,TC02000315.hg.1  
1520,TC02000317.hg.1  
1521,TC02000321.hg.1  
1522,TC02000322.hg.1  
1523,TC02000331.hg.1  
1524,TC02000343.hg.1  
1525,TC02000351.hg.1  
1526,TC02000353.hg.1  
1527,TC02000360.hg.1  
1528,TC02000362.hg.1  
1529,TC02000366.hg.1  
1530,TC02000378.hg.1  
1531,TC02000385.hg.1  
1532,TC02000393.hg.1  
1533,TC02000395.hg.1  
1534,TC02000403.hg.1  
1535,TC02000409.hg.1  
1536,TC02000412.hg.1  
1537,TC02000416.hg.1  
1538,TC02000420.hg.1  
1539,TC02000421.hg.1  
1540,TC02000426.hg.1  
1541,TC02000445.hg.1  
1542,TC02000448.hg.1  
1543,TC02000451.hg.1  
1544,TC02000453.hg.1  
1545,TC02000454.hg.1  
1546,TC02000456.hg.1  
1547,TC02000458.hg.1  
1548,TC02000466.hg.1  
1549,TC02000467.hg.1  
1550,TC02000471.hg.1  
1551,TC02000493.hg.1  
1552,TC02000502.hg.1  
1553,TC02000507.hg.1  
1554,TC02000511.hg.1  
1555,TC02000520.hg.1  
1556,TC02000524.hg.1  
1557,TC02000528.hg.1  
1558,TC02000533.hg.1  
1559,TC02000535.hg.1  
1560,TC02000539.hg.1  
1561,TC02000554.hg.1  
1562,TC02000555.hg.1  
1563,TC02000557.hg.1  
1564,TC02000558.hg.1  
1565,TC02000559.hg.1  
1566,TC02000561.hg.1  
1567,TC02000562.hg.1  
1568,TC02000565.hg.1  
1569,TC02000570.hg.1  
1570,TC02000571.hg.1  
1571,TC02000572.hg.1  
1572,TC02000573.hg.1  
1573,TC02000582.hg.1  
1574,TC02000585.hg.1  
1575,TC02000599.hg.1  
1576,TC02000608.hg.1  
1577,TC02000611.hg.1  
1578,TC02000612.hg.1  
1579,TC02000613.hg.1  
1580,TC02000617.hg.1  
1581,TC02000620.hg.1  
1582,TC02000627.hg.1  
1583,TC02000628.hg.1  
1584,TC02000642.hg.1  
1585,TC02000643.hg.1  
1586,TC02000649.hg.1  
1587,TC02000665.hg.1  
1588,TC02000672.hg.1  
1589,TC02000694.hg.1  
1590,TC02000695.hg.1  
1591,TC02000698.hg.1  
1592,TC02000701.hg.1  
1593,TC02000703.hg.1  
1594,TC02000705.hg.1  
1595,TC02000706.hg.1  
1596,TC02000707.hg.1  
1597,TC02000708.hg.1  
1598,TC02000711.hg.1  
1599,TC02000716.hg.1  
1600,TC02000717.hg.1  
1601,TC02000730.hg.1  
1602,TC02000732.hg.1  
1603,TC02000735.hg.1  
1604,TC02000742.hg.1  
1605,TC02000750.hg.1  
1606,TC02000751.hg.1  
1607,TC02000752.hg.1  
1608,TC02000760.hg.1  
1609,TC02000761.hg.1  
1610,TC02000762.hg.1  
1611,TC02000767.hg.1  
1612,TC02000768.hg.1  
1613,TC02000791.hg.1  
1614,TC02000796.hg.1  
1615,TC02000797.hg.1  
1616,TC02000809.hg.1  
1617,TC02000810.hg.1  
1618,TC02000812.hg.1  
1619,TC02000819.hg.1  
1620,TC02000822.hg.1  
1621,TC02000823.hg.1  
1622,TC02000824.hg.1  
1623,TC02000825.hg.1  
1624,TC02000828.hg.1  
1625,TC02000836.hg.1  
1626,TC02000839.hg.1  
1627,TC02000841.hg.1  
1628,TC02000843.hg.1  
1629,TC02000855.hg.1  
1630,TC02000856.hg.1  
1631,TC02000861.hg.1  
1632,TC02000865.hg.1  
1633,TC02000869.hg.1  
1634,TC02000874.hg.1  
1635,TC02000875.hg.1  
1636,TC02000878.hg.1  
1637,TC02000879.hg.1  
1638,TC02000891.hg.1  
1639,TC02000902.hg.1  
1640,TC02000913.hg.1  
1641,TC02000923.hg.1  
1642,TC02000926.hg.1  
1643,TC02000927.hg.1  
1644,TC02000928.hg.1  
1645,TC02000929.hg.1  
1646,TC02000932.hg.1  
1647,TC02000942.hg.1  
1648,TC02000947.hg.1  
1649,TC02000960.hg.1  
1650,TC02000964.hg.1  
1651,TC02000967.hg.1  
1652,TC02000970.hg.1  
1653,TC02000978.hg.1  
1654,TC02000979.hg.1  
1655,TC02000982.hg.1  
1656,TC02001002.hg.1  
1657,TC02001004.hg.1  
1658,TC02001013.hg.1  
1659,TC02001017.hg.1  
1660,TC02001022.hg.1  
1661,TC02001025.hg.1  
1662,TC02001030.hg.1  
1663,TC02001031.hg.1  
1664,TC02001034.hg.1  
1665,TC02001035.hg.1  
1666,TC02001057.hg.1  
1667,TC02001062.hg.1  
1668,TC02001064.hg.1  
1669,TC02001071.hg.1  
1670,TC02001072.hg.1  
1671,TC02001075.hg.1  
1672,TC02001081.hg.1  
1673,TC02001086.hg.1  
1674,TC02001088.hg.1  
1675,TC02001089.hg.1  
1676,TC02001093.hg.1  
1677,TC02001103.hg.1  
1678,TC02001108.hg.1  
1679,TC02001112.hg.1  
1680,TC02001118.hg.1  
1681,TC02001119.hg.1  
1682,TC02001121.hg.1  
1683,TC02001122.hg.1  
1684,TC02001126.hg.1  
1685,TC02001127.hg.1  
1686,TC02001128.hg.1  
1687,TC02001148.hg.1  
1688,TC02001152.hg.1  
1689,TC02001159.hg.1  
1690,TC02001160.hg.1  
1691,TC02001166.hg.1  
1692,TC02001168.hg.1  
1693,TC02001173.hg.1  
1694,TC02001174.hg.1  
1695,TC02001177.hg.1  
1696,TC02001188.hg.1  
1697,TC02001193.hg.1  
1698,TC02001194.hg.1  
1699,TC02001198.hg.1  
1700,TC02001205.hg.1  
1701,TC02001206.hg.1  
1702,TC02001209.hg.1  
1703,TC02001213.hg.1  
1704,TC02001221.hg.1  
1705,TC02001232.hg.1  
1706,TC02001234.hg.1  
1707,TC02001238.hg.1  
1708,TC02001260.hg.1  
1709,TC02001271.hg.1  
1710,TC02001278.hg.1  
1711,TC02001308.hg.1  
1712,TC02001309.hg.1  
1713,TC02001317.hg.1  
1714,TC02001320.hg.1  
1715,TC02001321.hg.1  
1716,TC02001329.hg.1  
1717,TC02001350.hg.1  
1718,TC02001354.hg.1  
1719,TC02001359.hg.1  
1720,TC02001362.hg.1  
1721,TC02001363.hg.1  
1722,TC02001371.hg.1  
1723,TC02001379.hg.1  
1724,TC02001381.hg.1  
1725,TC02001382.hg.1  
1726,TC02001387.hg.1  
1727,TC02001388.hg.1  
1728,TC02001394.hg.1  
1729,TC02001395.hg.1  
1730,TC02001404.hg.1  
1731,TC02001405.hg.1  
1732,TC02001412.hg.1  
1733,TC02001415.hg.1  
1734,TC02001419.hg.1  
1735,TC02001420.hg.1  
1736,TC02001431.hg.1  
1737,TC02001433.hg.1  
1738,TC02001435.hg.1  
1739,TC02001437.hg.1  
1740,TC02001439.hg.1  
1741,TC02001452.hg.1  
1742,TC02001466.hg.1  
1743,TC02001474.hg.1  
1744,TC02001475.hg.1  
1745,TC02001476.hg.1  
1746,TC02001477.hg.1  
1747,TC02001478.hg.1  
1748,TC02001484.hg.1  
1749,TC02001486.hg.1  
1750,TC02001493.hg.1  
1751,TC02001494.hg.1  
1752,TC02001495.hg.1  
1753,TC02001499.hg.1  
1754,TC02001504.hg.1  
1755,TC02001509.hg.1  
1756,TC02001512.hg.1  
1757,TC02001521.hg.1  
1758,TC02001524.hg.1  
1759,TC02001528.hg.1  
1760,TC02001549.hg.1  
1761,TC02001552.hg.1  
1762,TC02001555.hg.1  
1763,TC02001569.hg.1  
1764,TC02001570.hg.1  
1765,TC02001571.hg.1  
1766,TC02001573.hg.1  
1767,TC02001575.hg.1  
1768,TC02001576.hg.1  
1769,TC02001577.hg.1  
1770,TC02001585.hg.1  
1771,TC02001593.hg.1  
1772,TC02001600.hg.1  
1773,TC02001601.hg.1  
1774,TC02001615.hg.1  
1775,TC02001616.hg.1  
1776,TC02001621.hg.1  
1777,TC02001627.hg.1  
1778,TC02001642.hg.1  
1779,TC02001643.hg.1  
1780,TC02001649.hg.1  
1781,TC02001652.hg.1  
1782,TC02001653.hg.1  
1783,TC02001658.hg.1  
1784,TC02001659.hg.1  
1785,TC02001661.hg.1  
1786,TC02001663.hg.1  
1787,TC02001664.hg.1  
1788,TC02001674.hg.1  
1789,TC02001681.hg.1  
1790,TC02001684.hg.1  
1791,TC02001685.hg.1  
1792,TC02001687.hg.1  
1793,TC02001699.hg.1  
1794,TC02001713.hg.1  
1795,TC02001725.hg.1  
1796,TC02001728.hg.1  
1797,TC02001741.hg.1  
1798,TC02001746.hg.1  
1799,TC02001749.hg.1  
1800,TC02001750.hg.1  
1801,TC02001753.hg.1  
1802,TC02001755.hg.1  
1803,TC02001757.hg.1  
1804,TC02001758.hg.1  
1805,TC02001762.hg.1  
1806,TC02001768.hg.1  
1807,TC02001772.hg.1  
1808,TC02001790.hg.1  
1809,TC02001792.hg.1  
1810,TC02001795.hg.1  
1811,TC02001798.hg.1  
1812,TC02001818.hg.1  
1813,TC02001845.hg.1  
1814,TC02001866.hg.1  
1815,TC02001867.hg.1  
1816,TC02001874.hg.1  
1817,TC02001878.hg.1  
1818,TC02001886.hg.1  
1819,TC02001889.hg.1  
1820,TC02001890.hg.1  
1821,TC02001892.hg.1  
1822,TC02001895.hg.1  
1823,TC02001916.hg.1  
1824,TC02001917.hg.1  
1825,TC02001947.hg.1  
1826,TC02001949.hg.1  
1827,TC02001950.hg.1  
1828,TC02001963.hg.1  
1829,TC02001968.hg.1  
1830,TC02001972.hg.1  
1831,TC02001977.hg.1  
1832,TC02001978.hg.1  
1833,TC02001986.hg.1  
1834,TC02001995.hg.1  
1835,TC02001996.hg.1  
1836,TC02001997.hg.1  
1837,TC02002000.hg.1  
1838,TC02002008.hg.1  
1839,TC02002041.hg.1  
1840,TC02002043.hg.1  
1841,TC02002044.hg.1  
1842,TC02002048.hg.1  
1843,TC02002049.hg.1  
1844,TC02002050.hg.1  
1845,TC02002052.hg.1  
1846,TC02002055.hg.1  
1847,TC02002064.hg.1  
1848,TC02002066.hg.1  
1849,TC02002067.hg.1  
1850,TC02002068.hg.1  
1851,TC02002073.hg.1  
1852,TC02002074.hg.1  
1853,TC02002078.hg.1  
1854,TC02002081.hg.1  
1855,TC02002083.hg.1  
1856,TC02002085.hg.1  
1857,TC02002096.hg.1  
1858,TC02002123.hg.1  
1859,TC02002136.hg.1  
1860,TC02002137.hg.1  
1861,TC02002138.hg.1  
1862,TC02002140.hg.1  
1863,TC02002143.hg.1  
1864,TC02002145.hg.1  
1865,TC02002148.hg.1  
1866,TC02002166.hg.1  
1867,TC02002167.hg.1  
1868,TC02002186.hg.1  
1869,TC02002187.hg.1  
1870,TC02002194.hg.1  
1871,TC02002196.hg.1  
1872,TC02002202.hg.1  
1873,TC02002203.hg.1  
1874,TC02002204.hg.1  
1875,TC02002207.hg.1  
1876,TC02002214.hg.1  
1877,TC02002217.hg.1  
1878,TC02002244.hg.1  
1879,TC02002249.hg.1  
1880,TC02002256.hg.1  
1881,TC02002264.hg.1  
1882,TC02002267.hg.1  
1883,TC02002270.hg.1  
1884,TC02002281.hg.1  
1885,TC02002285.hg.1  
1886,TC02002288.hg.1  
1887,TC02002289.hg.1  
1888,TC02002291.hg.1  
1889,TC02002298.hg.1  
1890,TC02002300.hg.1  
1891,TC02002312.hg.1  
1892,TC02002317.hg.1  
1893,TC02002318.hg.1  
1894,TC02002319.hg.1  
1895,TC02002325.hg.1  
1896,TC02002330.hg.1  
1897,TC02002331.hg.1  
1898,TC02002332.hg.1  
1899,TC02002333.hg.1  
1900,TC02002335.hg.1  
1901,TC02002336.hg.1  
1902,TC02002356.hg.1  
1903,TC02002364.hg.1  
1904,TC02002365.hg.1  
1905,TC02002376.hg.1  
1906,TC02002380.hg.1  
1907,TC02002415.hg.1  
1908,TC02002419.hg.1  
